Date,Open,High,Low,Close,Adj Close,Volume
2023-08-08,5.0,5.260000228881836,4.349999904632568,5.050000190734863,5.050000190734863,2298679
2023-08-09,3.2799999713897705,3.5899999141693115,2.690000057220459,2.690000057220459,2.690000057220459,750944
2023-08-10,2.5299999713897705,2.7300000190734863,2.4000000953674316,2.4100000858306885,2.4100000858306885,258987
2023-08-11,2.0199999809265137,2.680000066757202,2.0199999809265137,2.518699884414673,2.518699884414673,133603
2023-08-14,2.440000057220459,2.561800003051758,2.309999942779541,2.4200000762939453,2.4200000762939453,34811
2023-08-15,2.369999885559082,3.130000114440918,2.2200000286102295,2.950000047683716,2.950000047683716,260353
2023-08-16,2.7899999618530273,3.200000047683716,2.75,3.0199999809265137,3.0199999809265137,129970
2023-08-17,3.0199999809265137,3.1798999309539795,3.0,3.1500000953674316,3.1500000953674316,46237
2023-08-18,2.8824000358581543,3.029900074005127,2.819999933242798,2.930000066757202,2.930000066757202,61072
2023-08-21,2.869999885559082,2.9000000953674316,2.740000009536743,2.7899999618530273,2.7899999618530273,198313
2023-08-22,2.7100000381469727,2.8499999046325684,2.4700000286102295,2.72979998588562,2.72979998588562,180803
2023-08-23,2.680000066757202,2.7200000286102295,2.6428000926971436,2.6649999618530273,2.6649999618530273,313441
2023-08-24,2.559999942779541,2.799999952316284,2.3106000423431396,2.5899999141693115,2.5899999141693115,98365
2023-08-25,2.460099935531616,2.569999933242798,2.4600000381469727,2.549999952316284,2.549999952316284,17089
2023-08-28,2.5199999809265137,2.7300000190734863,2.4000000953674316,2.7300000190734863,2.7300000190734863,5012
2023-08-29,2.6700000762939453,2.9700000286102295,2.6500000953674316,2.899899959564209,2.899899959564209,20182
2023-08-30,2.700000047683716,2.971400022506714,2.450000047683716,2.5899999141693115,2.5899999141693115,27661
2023-08-31,2.5399999618530273,2.680000066757202,2.390000104904175,2.456399917602539,2.456399917602539,416001
2023-09-01,2.4700000286102295,2.5999999046325684,2.3949999809265137,2.4200000762939453,2.4200000762939453,566021
2023-09-05,2.450000047683716,2.690000057220459,2.450000047683716,2.5999999046325684,2.5999999046325684,177297
2023-09-06,2.5299999713897705,2.7799999713897705,2.5,2.6700000762939453,2.6700000762939453,402893
2023-09-07,2.619999885559082,2.680000066757202,2.430000066757202,2.619999885559082,2.619999885559082,376752
2023-09-08,2.6500000953674316,2.6500000953674316,2.490000009536743,2.5999999046325684,2.5999999046325684,248924
2023-09-11,2.690000057220459,2.690000057220459,2.490000009536743,2.6600000858306885,2.6600000858306885,244908
2023-09-12,2.8399999141693115,2.990000009536743,2.5899999141693115,2.990000009536743,2.990000009536743,62659
2023-09-13,2.8299999237060547,3.0,2.490000009536743,2.630000114440918,2.630000114440918,455770
2023-09-14,2.5199999809265137,2.680000066757202,2.490000009536743,2.619999885559082,2.619999885559082,136502
2023-09-15,2.559999942779541,2.619999885559082,2.559999942779541,2.6198999881744385,2.6198999881744385,2037
2023-09-18,2.5299999713897705,2.7799999713897705,2.5299999713897705,2.5999999046325684,2.5999999046325684,12300
2023-09-19,2.5,2.609999895095825,2.4749999046325684,2.609999895095825,2.609999895095825,2282
2023-09-20,2.5,2.700000047683716,2.5,2.6500000953674316,2.6500000953674316,8736
2023-09-21,2.469399929046631,2.700000047683716,2.469399929046631,2.599900007247925,2.599900007247925,15419
2023-09-22,2.619999885559082,2.640000104904175,2.559999942779541,2.5799999237060547,2.5799999237060547,6946
2023-09-25,2.499799966812134,2.509999990463257,2.350100040435791,2.4765000343322754,2.4765000343322754,11673
2023-09-26,2.4800000190734863,2.5299999713897705,2.3499999046325684,2.5299999713897705,2.5299999713897705,18151
2023-09-27,2.4000000953674316,2.559999942779541,2.390000104904175,2.4600000381469727,2.4600000381469727,7496
2023-09-28,2.4600000381469727,2.630000114440918,2.380000114440918,2.450000047683716,2.450000047683716,21255
2023-09-29,2.5399999618530273,2.5399999618530273,2.362499952316284,2.4000000953674316,2.4000000953674316,3717
2023-10-02,2.359999895095825,2.3910000324249268,2.359999895095825,2.3910000324249268,2.3910000324249268,941
2023-10-03,2.4014999866485596,2.509999990463257,2.359999895095825,2.359999895095825,2.359999895095825,12282
2023-10-04,2.599900007247925,2.599900007247925,2.4600000381469727,2.4600000381469727,2.4600000381469727,2387
2023-10-05,2.549999952316284,2.549999952316284,1.8049999475479126,2.0299999713897705,2.0299999713897705,85593
2023-10-06,2.1500000953674316,2.1500000953674316,1.9500000476837158,1.9500000476837158,1.9500000476837158,1775
2023-10-09,1.9500000476837158,1.9550000429153442,1.8300000429153442,1.8300000429153442,1.8300000429153442,2219
2023-10-10,1.7699999809265137,1.850000023841858,1.2699999809265137,1.409999966621399,1.409999966621399,52673
2023-10-11,1.2599999904632568,1.4500000476837158,1.2200000286102295,1.2200000286102295,1.2200000286102295,20210
2023-10-12,1.2999999523162842,1.3799999952316284,1.1200000047683716,1.1699999570846558,1.1699999570846558,35696
2023-10-13,1.1101000308990479,1.1699999570846558,1.0200999975204468,1.1200000047683716,1.1200000047683716,9907
2023-10-16,1.1799999475479126,1.2799999713897705,1.1500999927520752,1.2400000095367432,1.2400000095367432,6322
2023-10-17,1.149999976158142,1.2599999904632568,1.1399999856948853,1.1399999856948853,1.1399999856948853,26282
2023-10-18,1.1578999757766724,1.162600040435791,1.1578999757766724,1.162600040435791,1.162600040435791,778
2023-10-19,1.1699999570846558,1.2599999904632568,1.149999976158142,1.159999966621399,1.159999966621399,4507
2023-10-20,1.159999966621399,1.1699999570846558,1.1200000047683716,1.1699999570846558,1.1699999570846558,8529
2023-10-23,1.1749999523162842,1.2000000476837158,1.149999976158142,1.1799999475479126,1.1799999475479126,8897
2023-10-24,1.2300000190734863,1.2300000190734863,1.1799999475479126,1.2100000381469727,1.2100000381469727,2207
2023-10-25,1.2400000095367432,1.2599999904632568,1.1799999475479126,1.190000057220459,1.190000057220459,6805
2023-10-26,1.2100000381469727,1.2400000095367432,1.1699999570846558,1.190000057220459,1.190000057220459,4944
2023-10-27,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,772
2023-10-30,1.149999976158142,1.350000023841858,0.9312999844551086,1.2999999523162842,1.2999999523162842,112982
2023-10-31,1.2000000476837158,1.2000000476837158,1.1799999475479126,1.1799999475479126,1.1799999475479126,4711
2023-11-01,1.0399999618530273,1.3899999856948853,0.9900000095367432,1.1299999952316284,1.1299999952316284,32110
2023-11-02,1.1299999952316284,1.2699999809265137,1.1299999952316284,1.2000999450683594,1.2000999450683594,4003
2023-11-03,1.1799999475479126,1.2100000381469727,1.1299999952316284,1.2000000476837158,1.2000000476837158,6704
2023-11-06,1.0981999635696411,1.159999966621399,1.0981999635696411,1.100000023841858,1.100000023841858,2997
2023-11-07,1.190000057220459,1.3600000143051147,1.1299999952316284,1.3600000143051147,1.3600000143051147,12538
2023-11-08,1.3049999475479126,1.649999976158142,1.2699999809265137,1.649999976158142,1.649999976158142,26540
2023-11-09,1.5156999826431274,2.2799999713897705,1.3899999856948853,2.130000114440918,2.130000114440918,123759
2023-11-10,2.059999942779541,2.89520001411438,2.059999942779541,2.799999952316284,2.799999952316284,716996
2023-11-13,2.619999885559082,3.25,2.549999952316284,3.25,3.25,33801
2023-11-14,3.0,3.0,2.3106000423431396,2.549999952316284,2.549999952316284,33591
2023-11-15,2.625,2.9600000381469727,2.5999999046325684,2.9600000381469727,2.9600000381469727,43653
2023-11-16,2.630000114440918,2.8399999141693115,2.3201000690460205,2.8399999141693115,2.8399999141693115,14002
2023-11-17,2.869999885559082,2.869999885559082,2.4800000190734863,2.7799999713897705,2.7799999713897705,44419
2023-11-20,2.75,2.9000000953674316,2.5250000953674316,2.6700000762939453,2.6700000762939453,31929
2023-11-21,2.549999952316284,2.7685000896453857,2.3499999046325684,2.4700000286102295,2.4700000286102295,15678
2023-11-22,2.450000047683716,2.5999999046325684,2.2300000190734863,2.2300000190734863,2.2300000190734863,24068
2023-11-24,2.200000047683716,2.200000047683716,1.8600000143051147,1.8600000143051147,1.8600000143051147,3874
2023-11-27,1.8600000143051147,1.940000057220459,1.7100000381469727,1.7599999904632568,1.7599999904632568,3822
2023-11-28,1.8600000143051147,1.9399000406265259,1.159999966621399,1.5200999975204468,1.5200999975204468,28113
2023-11-29,1.590000033378601,2.490000009536743,1.5,2.0350000858306885,2.0350000858306885,153423
2023-11-30,1.940000057220459,2.1600000858306885,1.7999999523162842,2.1600000858306885,2.1600000858306885,24152
2023-12-01,2.130000114440918,2.130000114440918,1.850000023841858,1.9299999475479126,1.9299999475479126,18261
2023-12-04,1.809999942779541,1.850000023841858,1.7100000381469727,1.7100000381469727,1.7100000381469727,2361
2023-12-05,1.6399999856948853,1.690000057220459,1.3000999689102173,1.3401000499725342,1.3401000499725342,14221
2023-12-06,1.1399999856948853,1.6490000486373901,1.1399999856948853,1.4199999570846558,1.4199999570846558,10610
2023-12-07,1.6399999856948853,2.25,1.6399999856948853,2.0199999809265137,2.0199999809265137,107368
2023-12-08,2.130000114440918,2.130000114440918,1.9500000476837158,2.0299999713897705,2.0299999713897705,5623
2023-12-11,2.059999942779541,2.0999999046325684,1.8200000524520874,1.899999976158142,1.899999976158142,30106
2023-12-12,1.8899999856948853,1.8899999856948853,1.8899999856948853,1.8899999856948853,1.8899999856948853,1257
2023-12-13,1.7834999561309814,1.940000057220459,1.659999966621399,1.690000057220459,1.690000057220459,15500
2023-12-14,1.576799988746643,1.9394999742507935,1.2599999904632568,1.9394999742507935,1.9394999742507935,10853
2023-12-15,1.7000000476837158,1.7999999523162842,1.4594999551773071,1.649999976158142,1.649999976158142,5748
